R_N2,R_O2,R_O2,E1,E2
6.047124e+00,2.584708e+00,6.114428e+00,1.094657e+02,7.884430e+01
6.425071e+00,2.626713e+00,6.286831e+00,1.144370e+02,8.354470e+01
6.803013e+00,2.681407e+00,6.460158e+00,1.210461e+02,8.985510e+01
7.180960e+00,2.748034e+00,6.634342e+00,1.291553e+02,9.764170e+01
7.558907e+00,2.825750e+00,6.809314e+00,1.385114e+02,1.065970e+02
8.503766e+00,3.062719e+00,7.249818e+00,1.649052e+02,1.311772e+02
9.448631e+00,3.349928e+00,7.694113e+00,1.903082e+02,1.523471e+02
1.039350e+01,3.675620e+00,8.141577e+00,2.089868e+02,1.647936e+02
1.133835e+01,4.030472e+00,8.591713e+00,2.200072e+02,1.751469e+02
1.511782e+00,3.288682e+00,4.346934e+00,3.690156e+02,3.521520e+02
1.700753e+00,3.234529e+00,4.421835e+00,1.477014e+02,1.320626e+02
1.889724e+00,3.182260e+00,4.497473e+00,5.673870e+01,4.276140e+01
2.078700e+00,3.131969e+00,4.573815e+00,3.228340e+01,2.087330e+01
2.267671e+00,3.083755e+00,4.650821e+00,3.935110e+01,3.057200e+01
2.456642e+00,3.037715e+00,4.728462e+00,5.824490e+01,5.120700e+01
2.645618e+00,2.993949e+00,4.806707e+00,7.928230e+01,7.220680e+01
2.834589e+00,2.952560e+00,4.885525e+00,9.838060e+01,9.121020e+01
3.023560e+00,2.913648e+00,4.964890e+00,1.051082e+02,9.697880e+01
3.212536e+00,2.877313e+00,5.044778e+00,1.151985e+02,1.035229e+02
3.401506e+00,2.843655e+00,5.125160e+00,1.225674e+02,1.070238e+02
3.590477e+00,2.812770e+00,5.206016e+00,1.255913e+02,1.073184e+02
3.779453e+00,2.784749e+00,5.287327e+00,1.266761e+02,1.060768e+02
4.157395e+00,2.737646e+00,5.451218e+00,1.259366e+02,1.005994e+02
4.535342e+00,2.702961e+00,5.616688e+00,1.273633e+02,9.928440e+01
4.913289e+00,2.681178e+00,5.783598e+00,1.226817e+02,9.357590e+01
5.291231e+00,2.672611e+00,5.951826e+00,1.206012e+02,9.109630e+01
5.669177e+00,2.677389e+00,6.121266e+00,1.206121e+02,9.084600e+01
6.047124e+00,2.695439e+00,6.291819e+00,1.225071e+02,9.252350e+01
6.425071e+00,2.726498e+00,6.463397e+00,1.261408e+02,9.593400e+01
6.803013e+00,2.770129e+00,6.635917e+00,1.313701e+02,1.009070e+02
1.511782e+00,4.223775e+00,5.285904e+00,3.406732e+02,3.169781e+02
1.700753e+00,4.166625e+00,5.359461e+00,1.187474e+02,9.407060e+01
1.889724e+00,4.110853e+00,5.433666e+00,2.867710e+01,2.987800e+00
2.078700e+00,4.056514e+00,5.508493e+00,7.781500e+00,-1.884570e+01
2.267671e+00,4.003669e+00,5.583915e+00,2.154120e+01,-5.812500e+00
2.456642e+00,3.952377e+00,5.659909e+00,5.069050e+01,2.293810e+01
2.645618e+00,3.902696e+00,5.736455e+00,8.446170e+01,5.670400e+01
2.834589e+00,3.854694e+00,5.813527e+00,1.169035e+02,8.953250e+01
3.023560e+00,3.808431e+00,5.891105e+00,1.447186e+02,1.179632e+02
3.212536e+00,3.763970e+00,5.969174e+00,1.667492e+02,1.396778e+02
3.401506e+00,3.721379e+00,6.047708e+00,1.810663e+02,1.536492e+02
3.590477e+00,3.680721e+00,6.126693e+00,1.916180e+02,1.621035e+02
3.779453e+00,3.642060e+00,6.206114e+00,1.975972e+02,1.662928e+02
4.157395e+00,3.570989e+00,6.366185e+00,2.015525e+02,1.674413e+02
4.535342e+00,3.508667e+00,6.527804e+00,1.956304e+02,1.603965e+02
4.913289e+00,3.455568e+00,6.690857e+00,1.921411e+02,1.569574e+02
5.291231e+00,3.412122e+00,6.855239e+00,1.889368e+02,1.540702e+02
5.669177e+00,3.378701e+00,7.020860e+00,1.864185e+02,1.518592e+02
6.047124e+00,3.355605e+00,7.187634e+00,1.846601e+02,1.503190e+02
6.425071e+00,3.343049e+00,7.355481e+00,1.836922e+02,1.494582e+02
6.803013e+00,3.341151e+00,7.524328e+00,1.835328e+02,1.492868e+02
7.180960e+00,3.349928e+00,7.694114e+00,1.841711e+02,1.497871e+02
7.558907e+00,3.369299e+00,7.864774e+00,1.855646e+02,1.509038e+02
8.503766e+00,3.462661e+00,8.294896e+00,1.918235e+02,1.557149e+02
9.448631e+00,3.615834e+00,8.729397e+00,2.004767e+02,1.615848e+02
1.039350e+01,3.821633e+00,9.167650e+00,2.092194e+02,1.664189e+02
1.511782e+00,5.162427e+00,6.226657e+00,3.352621e+02,3.102055e+02
1.700753e+00,5.103419e+00,6.299251e+00,1.128100e+02,8.650780e+01
1.889724e+00,5.045491e+00,6.372418e+00,2.225360e+01,-5.369600e+00
2.078700e+00,4.988679e+00,6.446142e+00,9.190000e-01,-2.800540e+01
2.267671e+00,4.933024e+00,6.520400e+00,1.432080e+01,-1.573790e+01
2.456642e+00,4.878563e+00,6.595175e+00,4.327160e+01,1.233060e+01
2.645618e+00,4.825337e+00,6.670452e+00,7.714220e+01,4.558330e+01
2.834589e+00,4.773390e+00,6.746211e+00,1.102552e+02,7.824720e+01
3.023560e+00,4.722761e+00,6.822437e+00,1.398149e+02,1.072705e+02
3.212536e+00,4.673494e+00,6.899117e+00,1.646595e+02,1.310774e+02
3.401506e+00,4.625633e+00,6.976232e+00,1.861592e+02,1.608382e+02
3.590477e+00,4.579221e+00,7.053769e+00,1.953528e+02,1.679525e+02
3.779453e+00,4.534303e+00,7.131718e+00,2.025683e+02,1.726732e+02
6.803013e+00,4.054441e+00,8.425032e+00,2.202527e+02,1.751547e+02
7.180960e+00,4.030473e+00,8.591714e+00,2.200072e+02,1.751469e+02
7.558907e+00,4.015265e+00,8.759301e+00,2.198529e+02,1.751460e+02
8.503766e+00,4.016083e+00,9.181899e+00,2.198571e+02,1.751297e+02
9.448631e+00,4.072085e+00,9.609142e+00,2.186031e+02,1.753608e+02
1.039350e+01,4.181054e+00,1.004043e+01,2.195268e+02,1.750176e+02
1.133835e+01,4.339001e+00,1.047527e+01,2.204437e+02,1.744613e+02
1.511782e+00,7.044715e+00,8.111030e+00,3.346805e+02,3.079457e+02
1.700753e+00,6.983533e+00,8.182336e+00,1.120786e+02,8.403950e+01
1.889724e+00,6.923100e+00,8.254107e+00,2.116740e+01,-6.881900e+00
2.078700e+00,6.863434e+00,8.326334e+00,-2.902000e-01,-2.971220e+01
2.267671e+00,6.804559e+00,8.399001e+00,1.300280e+01,-1.764690e+01
2.456642e+00,6.746494e+00,8.472098e+00,4.184990e+01,1.021050e+01
2.645618e+00,6.689257e+00,8.545617e+00,7.562140e+01,4.324640e+01
2.834589e+00,6.632874e+00,8.619542e+00,1.088118e+02,7.447700e+01
3.023560e+00,6.577365e+00,8.693866e+00,1.382817e+02,1.032826e+02
3.212536e+00,6.522751e+00,8.768579e+00,1.630553e+02,1.268929e+02
3.401506e+00,6.469058e+00,8.843669e+00,1.834670e+02,1.608615e+02
3.590477e+00,6.416306e+00,8.919128e+00,1.979769e+02,1.568896e+02
3.779453e+00,6.364519e+00,8.994949e+00,2.087172e+02,1.645023e+02
5.669177e+00,5.905120e+00,9.771050e+00,2.288607e+02,1.740982e+02
6.047124e+00,5.827295e+00,9.929781e+00,2.286194e+02,1.737699e+02
6.425071e+00,5.754626e+00,1.008956e+01,2.284357e+02,1.735637e+02
6.803013e+00,5.687311e+00,1.025032e+01,2.283348e+02,1.734627e+02
7.180960e+00,5.625539e+00,1.041204e+01,2.282893e+02,1.734276e+02
7.558907e+00,5.569498e+00,1.057465e+01,2.282726e+02,1.734271e+02
8.503766e+00,5.455577e+00,1.098489e+01,2.282757e+02,1.734788e+02
9.448631e+00,5.380865e+00,1.139994e+01,2.282895e+02,1.735348e+02
1.039350e+01,5.347007e+00,1.181930e+01,2.282985e+02,1.735649e+02
1.133835e+01,5.354777e+00,1.224253e+01,2.283000e+02,1.735590e+02
2.035297e+00,1.511781e+00,2.035297e+00,7.499515e+02,7.552538e+02
2.072246e+00,1.700754e+00,2.072246e+00,4.629981e+02,4.692299e+02
2.112778e+00,1.889726e+00,2.112778e+00,2.939629e+02,3.019237e+02
2.156690e+00,2.078699e+00,2.156690e+00,1.888717e+02,1.962422e+02
2.203780e+00,2.267671e+00,2.203780e+00,1.224320e+02,1.283060e+02
2.253850e+00,2.456644e+00,2.253850e+00,8.050960e+01,8.450240e+01
2.306705e+00,2.645617e+00,2.306705e+00,5.487660e+01,5.701230e+01
2.362158e+00,2.834589e+00,2.362158e+00,4.039270e+01,4.124090e+01
2.420030e+00,3.023562e+00,2.420030e+00,3.391640e+01,3.415070e+01
2.480153e+00,3.212534e+00,2.480153e+00,3.338070e+01,3.352290e+01
2.542366e+00,3.401507e+00,2.542366e+00,3.731170e+01,3.763690e+01
2.606521e+00,3.590480e+00,2.606521e+00,4.461280e+01,4.511120e+01
2.672476e+00,3.779452e+00,2.672476e+00,5.444930e+01,5.481490e+01
2.809280e+00,4.157397e+00,2.809280e+00,7.957750e+01,7.902540e+01
2.951847e+00,4.535343e+00,2.951847e+00,1.034876e+02,9.593510e+01
3.099381e+00,4.913288e+00,3.099381e+00,1.268822e+02,1.142568e+02
5.088243e+00,9.448631e+00,5.088243e+00,2.307345e+02,1.753953e+02
5.529669e+00,1.039349e+01,5.529669e+00,2.293605e+02,1.734254e+02
5.975839e+00,1.133836e+01,5.975839e+00,2.287662e+02,1.725519e+02
2.211868e+00,1.511781e+00,2.211868e+00,6.442330e+02,6.468516e+02
2.245914e+00,1.700754e+00,2.245914e+00,3.746446e+02,3.774980e+02
2.283365e+00,1.889726e+00,2.283365e+00,2.279229e+02,2.321798e+02
2.324056e+00,2.078699e+00,2.324056e+00,1.423027e+02,1.477407e+02
2.367820e+00,2.267671e+00,2.367820e+00,9.238240e+01,9.690080e+01
2.414490e+00,2.456644e+00,2.414490e+00,6.369770e+01,6.665990e+01
2.463901e+00,2.645617e+00,2.463901e+00,4.803400e+01,4.946420e+01
2.515892e+00,2.834589e+00,2.515892e+00,4.115780e+01,4.120920e+01
2.570305e+00,3.023562e+00,2.570305e+00,4.041670e+01,3.953940e+01
2.626991e+00,3.212534e+00,2.626991e+00,4.413380e+01,4.277740e+01
2.685805e+00,3.401507e+00,2.685805e+00,5.113410e+01,4.955710e+01
2.746611e+00,3.590480e+00,2.746611e+00,6.053610e+01,5.874260e+01
2.809280e+00,3.779452e+00,2.809280e+00,7.166390e+01,6.939300e+01
2.939724e+00,4.157397e+00,2.939724e+00,9.704540e+01,9.213460e+01
3.076251e+00,4.535343e+00,3.076251e+00,1.159142e+02,1.060002e+02
3.218088e+00,4.913288e+00,3.218088e+00,1.339499e+02,1.214056e+02
3.364562e+00,5.291233e+00,3.364562e+00,1.513823e+02,1.362653e+02
3.515094e+00,5.669178e+00,3.515094e+00,1.666919e+02,1.488764e+02
3.669184e+00,6.047124e+00,3.669184e+00,1.949517e+02,1.636021e+02
3.826404e+00,6.425069e+00,3.826404e+00,2.054368e+02,1.691801e+02
3.986382e+00,6.803014e+00,3.986382e+00,2.130977e+02,1.724227e+02
2.390335e+00,1.511781e+00,2.390335e+00,5.812800e+02,5.813720e+02
2.421874e+00,1.700754e+00,2.421874e+00,3.229588e+02,3.231714e+02
2.456644e+00,1.889726e+00,2.456644e+00,1.901226e+02,1.909150e+02
2.494510e+00,2.078699e+00,2.494510e+00,1.187228e+02,1.212452e+02
2.535334e+00,2.267671e+00,2.535334e+00,8.000600e+01,8.279470e+01
2.578974e+00,2.456644e+00,2.578974e+00,6.095030e+01,6.246860e+01
2.625291e+00,2.645617e+00,2.625291e+00,5.317480e+01,5.308120e+01
2.674146e+00,2.834589e+00,2.674146e+00,5.184920e+01,5.054890e+01
2.725402e+00,3.023562e+00,2.725402e+00,5.505810e+01,5.273740e+01
2.778926e+00,3.212534e+00,2.778926e+00,6.147050e+01,5.839630e+01
2.834589e+00,3.401507e+00,2.834589e+00,7.019210e+01,6.655170e+01
2.892269e+00,3.590480e+00,2.892269e+00,8.055170e+01,7.634010e+01
2.951847e+00,3.779452e+00,2.951847e+00,9.202070e+01,8.700390e+01
3.076251e+00,4.157397e+00,3.076251e+00,1.166429e+02,1.085155e+02
4.818802e+00,8.503768e+00,4.818802e+00,2.323247e+02,1.776553e+02
5.240371e+00,9.448631e+00,5.240371e+00,2.301476e+02,1.745432e+02
5.669966e+00,1.039349e+01,5.669966e+00,2.291161e+02,1.730697e+02
6.105892e+00,1.133836e+01,6.105892e+00,2.286733e+02,1.724092e+02
2.570305e+00,1.511781e+00,2.570305e+00,5.418375e+02,5.399708e+02
2.599662e+00,1.700754e+00,2.599662e+00,3.029231e+02,3.062175e+02
2.632084e+00,1.889726e+00,2.632084e+00,1.693189e+02,1.676597e+02
2.667461e+00,2.078699e+00,2.667461e+00,1.084872e+02,1.080526e+02
2.705676e+00,2.267671e+00,2.705676e+00,7.796880e+01,7.883770e+01
2.746611e+00,2.456644e+00,2.746611e+00,6.548990e+01,6.558220e+01
2.790147e+00,2.645617e+00,2.790147e+00,6.331760e+01,6.184230e+01
2.836164e+00,2.834589e+00,2.836164e+00,6.682490e+01,6.367300e+01
2.884542e+00,3.023562e+00,2.884542e+00,7.307690e+01,6.889480e+01
2.935165e+00,3.212534e+00,2.935165e+00,8.142110e+01,7.635350e+01
2.987919e+00,3.401507e+00,2.987919e+00,9.119950e+01,8.532090e+01
3.042694e+00,3.590480e+00,3.042694e+00,1.019398e+02,9.518770e+01
3.099381e+00,3.779452e+00,3.099381e+00,1.132648e+02,1.053878e+02
3.218088e+00,4.157397e+00,3.218088e+00,1.364188e+02,1.248629e+02
4.910562e+00,8.503768e+00,4.910562e+00,2.317373e+02,1.767890e+02
5.324871e+00,9.448631e+00,5.324871e+00,2.298790e+02,1.741582e+02
5.748154e+00,1.039349e+01,5.748154e+00,2.290062e+02,1.729086e+02
6.178566e+00,1.133836e+01,6.178566e+00,2.286319e+02,1.723440e+02
2.751483e+00,1.511781e+00,2.751483e+00,5.139683e+02,5.124360e+02
2.778926e+00,1.700754e+00,2.778926e+00,2.736935e+02,2.714683e+02
2.809280e+00,1.889726e+00,2.809280e+00,1.580273e+02,1.552789e+02
2.842452e+00,2.078699e+00,2.842452e+00,1.052408e+02,1.029448e+02
2.878345e+00,2.267671e+00,2.878345e+00,8.179630e+01,8.082710e+01
2.916858e+00,2.456644e+00,2.916858e+00,7.387040e+01,7.273510e+01
2.957889e+00,2.645617e+00,2.957889e+00,7.557500e+01,7.286160e+01
3.001335e+00,2.834589e+00,3.001335e+00,8.223100e+01,7.760480e+01
3.047092e+00,3.023562e+00,3.047092e+00,9.138140e+01,8.500520e+01
3.095058e+00,3.212534e+00,3.095058e+00,1.013582e+02,9.380040e+01
3.145131e+00,3.401507e+00,3.145131e+00,1.119080e+02,1.032581e+02
3.197213e+00,3.590480e+00,3.197213e+00,1.227914e+02,1.128823e+02
3.251208e+00,3.779452e+00,3.251208e+00,1.337748e+02,1.222592e+02
3.364562e+00,4.157397e+00,3.364562e+00,1.551869e+02,1.399028e+02
3.484483e+00,4.535343e+00,3.484483e+00,1.751436e+02,1.520904e+02
4.613409e+00,7.558904e+00,4.613409e+00,2.341670e+02,1.802876e+02
5.007774e+00,8.503768e+00,5.007774e+00,2.311887e+02,1.759989e+02
5.414651e+00,9.448631e+00,5.414651e+00,2.296328e+02,1.738071e+02
5.831420e+00,1.039349e+01,5.831420e+00,2.289041e+02,1.727605e+02
6.256107e+00,1.133836e+01,6.256107e+00,2.285936e+02,1.722833e+02
2.933644e+00,1.511781e+00,2.933644e+00,4.965230e+02,4.937061e+02
2.959398e+00,1.700754e+00,2.959398e+00,2.623113e+02,2.598450e+02
2.987919e+00,1.889726e+00,2.987919e+00,1.531111e+02,1.494510e+02
3.019130e+00,2.078699e+00,3.019130e+00,1.063776e+02,1.026699e+02
3.052946e+00,2.267671e+00,3.052946e+00,8.879980e+01,8.620950e+01
3.089283e+00,2.456644e+00,3.089283e+00,8.419240e+01,8.210250e+01
3.128053e+00,2.645617e+00,3.128053e+00,8.856600e+01,8.451050e+01
3.169167e+00,2.834589e+00,3.169167e+00,9.736320e+01,9.110020e+01
3.212534e+00,3.023562e+00,3.212534e+00,1.081450e+02,9.991000e+01
3.258065e+00,3.212534e+00,3.258065e+00,1.196247e+02,1.095905e+02
3.305671e+00,3.401507e+00,3.305671e+00,1.308961e+02,1.193671e+02
3.355262e+00,3.590480e+00,3.355262e+00,1.418441e+02,1.287622e+02
3.406752e+00,3.779452e+00,3.406752e+00,1.524545e+02,1.374372e+02
3.515094e+00,4.157397e+00,3.515094e+00,1.721368e+02,1.527230e+02
4.574543e+00,7.180959e+00,4.574543e+00,2.341256e+02,1.809273e+02
4.724315e+00,7.558904e+00,4.724315e+00,2.331637e+02,1.788056e+02
5.110128e+00,8.503768e+00,5.110128e+00,2.306930e+02,1.752951e+02
5.509451e+00,9.448631e+00,5.509451e+00,2.294133e+02,1.734940e+02
5.919550e+00,1.039349e+01,5.919550e+00,2.288152e+02,1.726276e+02
6.338334e+00,1.133836e+01,6.338334e+00,2.285598e+02,1.722283e+02
3.116616e+00,1.511781e+00,3.116616e+00,4.846952e+02,4.810043e+02
3.140870e+00,1.700754e+00,3.140870e+00,2.567685e+02,2.564154e+02
3.167758e+00,1.889726e+00,3.167758e+00,1.518397e+02,1.476666e+02
3.197213e+00,2.078699e+00,3.197213e+00,1.098809e+02,1.051488e+02
3.229165e+00,2.267671e+00,3.229165e+00,9.725720e+01,9.329480e+01
3.263541e+00,2.456644e+00,3.263541e+00,9.534080e+01,9.251660e+01
3.300265e+00,2.645617e+00,3.300265e+00,1.016204e+02,9.624620e+01
3.339259e+00,2.834589e+00,3.339259e+00,1.117585e+02,1.038437e+02
3.380445e+00,3.023562e+00,3.380445e+00,1.234966e+02,1.133498e+02
3.423744e+00,3.212534e+00,3.423744e+00,1.356063e+02,1.234013e+02
3.469076e+00,3.401507e+00,3.469076e+00,1.474042e+02,1.331673e+02
3.516363e+00,3.590480e+00,3.516363e+00,1.584582e+02,1.421350e+02
3.565528e+00,3.779452e+00,3.565528e+00,1.694881e+02,1.499803e+02
4.693982e+00,7.180959e+00,4.693982e+00,2.334672e+02,1.792193e+02
4.840060e+00,7.558904e+00,4.840060e+00,2.322644e+02,1.775124e+02
5.217321e+00,8.503768e+00,5.217321e+00,2.302566e+02,1.746805e+02
5.609018e+00,9.448631e+00,5.609018e+00,2.292215e+02,1.732192e+02
6.012329e+00,1.039349e+01,6.012329e+00,2.287375e+02,1.725098e+02
6.425069e+00,1.133836e+01,6.425069e+00,2.285298e+02,1.721790e+02
3.300265e+00,1.511781e+00,3.300265e+00,4.687010e+02,4.557917e+02
3.323179e+00,1.700754e+00,3.323179e+00,2.455909e+02,2.367424e+02
3.348603e+00,1.889726e+00,3.348603e+00,1.477224e+02,1.394747e+02
3.376481e+00,2.078699e+00,3.376481e+00,1.130259e+02,1.039051e+02
3.406752e+00,2.267671e+00,3.406752e+00,1.052252e+02,1.023742e+02
3.439353e+00,2.456644e+00,3.439353e+00,1.065718e+02,1.031156e+02
3.474219e+00,2.645617e+00,3.474219e+00,1.143411e+02,1.075046e+02
3.511282e+00,2.834589e+00,3.511282e+00,1.252296e+02,1.154404e+02
3.550473e+00,3.023562e+00,3.550473e+00,1.373649e+02,1.250503e+02
3.591723e+00,3.212534e+00,3.591723e+00,1.496663e+02,1.350007e+02
3.634961e+00,3.401507e+00,3.634961e+00,1.616542e+02,1.442611e+02
3.680117e+00,3.590480e+00,3.680117e+00,1.726279e+02,1.526079e+02
3.727123e+00,3.779452e+00,3.727123e+00,1.826060e+02,1.595227e+02
4.678742e+00,6.803014e+00,4.678742e+00,2.336398e+02,1.794538e+02
4.817875e+00,7.180959e+00,4.817875e+00,2.324457e+02,1.777618e+02
4.960306e+00,7.558904e+00,4.960306e+00,2.314828e+02,1.764072e+02
5.329061e+00,8.503768e+00,5.329061e+00,2.298810e+02,1.741532e+02
5.713102e+00,9.448631e+00,5.713102e+00,2.290568e+02,1.729815e+02
6.109546e+00,1.039349e+01,6.109546e+00,2.286705e+02,1.724067e+02
6.516131e+00,1.133836e+01,6.516131e+00,2.285042e+02,1.721352e+02
3.484483e+00,1.511781e+00,3.484483e+00,4.546579e+02,4.363918e+02
3.506193e+00,1.700754e+00,3.506193e+00,2.323089e+02,2.222228e+02
3.530300e+00,1.889726e+00,3.530300e+00,1.362591e+02,1.247155e+02
3.556754e+00,2.078699e+00,3.556754e+00,1.032760e+02,9.021460e+01
3.585503e+00,2.267671e+00,3.585503e+00,1.021556e+02,8.787200e+01
3.616493e+00,2.456644e+00,3.616493e+00,1.158060e+02,1.003338e+02
3.649667e+00,2.645617e+00,3.649667e+00,1.276678e+02,1.214890e+02
3.684966e+00,2.834589e+00,3.684966e+00,1.383053e+02,1.255971e+02
3.722329e+00,3.023562e+00,3.722329e+00,1.502379e+02,1.348409e+02
3.761694e+00,3.212534e+00,3.761694e+00,1.623098e+02,1.443083e+02
3.803000e+00,3.401507e+00,3.803000e+00,1.738590e+02,1.530955e+02
4.945887e+00,7.180959e+00,4.945887e+00,2.315795e+02,1.765427e+02
5.084733e+00,7.558904e+00,5.084733e+00,2.308302e+02,1.754810e+02
5.445068e+00,8.503768e+00,5.445068e+00,2.295650e+02,1.737086e+02
5.821461e+00,9.448631e+00,5.821461e+00,2.289184e+02,1.727794e+02
6.210992e+00,1.039349e+01,6.210992e+00,2.286142e+02,1.723181e+02
6.611341e+00,1.133836e+01,6.611341e+00,2.284830e+02,1.720974e+02
3.669184e+00,1.511781e+00,3.669184e+00,4.432289e+02,4.239297e+02
3.689808e+00,1.700754e+00,3.689808e+00,2.242786e+02,2.129540e+02
3.712723e+00,1.889726e+00,3.712723e+00,1.289966e+02,1.152021e+02
3.737886e+00,2.078699e+00,3.737886e+00,9.672080e+01,8.082240e+01
3.765253e+00,2.267671e+00,3.765253e+00,9.658920e+01,7.914970e+01
3.794775e+00,2.456644e+00,3.794775e+00,1.112859e+02,9.267140e+01
3.826404e+00,2.645617e+00,3.826404e+00,1.313431e+02,1.116881e+02
3.860087e+00,2.834589e+00,3.860087e+00,1.518681e+02,1.310185e+02
3.895770e+00,3.023562e+00,3.895770e+00,1.705572e+02,1.492444e+02
3.933400e+00,3.212534e+00,3.933400e+00,1.865126e+02,1.628049e+02
3.972922e+00,3.401507e+00,3.972922e+00,1.995515e+02,1.726333e+02
4.817875e+00,6.425069e+00,4.817875e+00,2.325095e+02,1.778472e+02
4.945887e+00,6.803014e+00,4.945887e+00,2.315967e+02,1.765693e+02
5.077705e+00,7.180959e+00,5.077705e+00,2.308620e+02,1.755406e+02
5.213042e+00,7.558904e+00,5.213042e+00,2.302749e+02,1.747175e+02
5.565075e+00,8.503768e+00,5.565075e+00,2.293038e+02,1.733390e+02
5.933860e+00,9.448631e+00,5.933860e+00,2.288035e+02,1.726093e+02
6.316464e+00,1.039349e+01,6.316464e+00,2.285678e+02,1.722424e+02
6.710524e+00,1.133836e+01,6.710524e+00,2.284654e+02,1.720645e+02
3.854300e+00,1.511781e+00,3.854300e+00,4.365061e+02,4.163746e+02
3.873939e+00,1.700754e+00,3.873939e+00,2.200003e+02,2.072979e+02
3.895770e+00,1.889726e+00,3.895770e+00,1.246351e+02,1.084375e+02
3.919758e+00,2.078699e+00,3.919758e+00,9.230900e+01,7.365280e+01
3.945864e+00,2.267671e+00,3.945864e+00,9.251980e+01,7.217650e+01
3.974045e+00,2.456644e+00,3.974045e+00,1.078652e+02,8.627200e+01
4.004258e+00,2.645617e+00,4.004258e+00,1.287417e+02,1.060856e+02
4.036457e+00,2.834589e+00,4.036457e+00,1.501412e+02,1.262958e+02
4.070595e+00,3.023562e+00,4.070595e+00,1.696438e+02,1.453208e+02
4.106623e+00,3.212534e+00,4.106623e+00,1.862173e+02,1.594550e+02
4.144493e+00,3.401507e+00,4.144493e+00,1.995721e+02,1.696027e+02
4.184154e+00,3.590480e+00,4.184154e+00,2.213985e+02,1.846362e+02
4.840060e+00,6.047124e+00,4.840060e+00,2.324570e+02,1.777532e+02
4.960306e+00,6.425069e+00,4.960306e+00,2.315551e+02,1.765094e+02
5.084733e+00,6.803014e+00,5.084733e+00,2.308449e+02,1.755207e+02
5.213042e+00,7.180959e+00,5.213042e+00,2.302800e+02,1.747295e+02
5.344953e+00,7.558904e+00,5.344953e+00,2.296120e+02,1.738950e+02
5.688829e+00,8.503768e+00,5.688829e+00,2.290032e+02,1.729123e+02
6.050076e+00,9.448631e+00,6.050076e+00,2.287030e+02,1.723934e+02
6.425764e+00,1.039349e+01,6.425764e+00,2.285291e+02,1.721385e+02
6.813504e+00,1.133836e+01,6.813504e+00,2.284510e+02,1.720365e+02
4.039773e+00,1.511781e+00,4.039773e+00,4.444134e+02,4.170409e+02
4.058514e+00,1.700754e+00,4.058514e+00,2.184529e+02,2.039496e+02
4.079358e+00,1.889726e+00,4.079358e+00,1.222476e+02,1.035165e+02
4.102273e+00,2.078699e+00,4.102273e+00,8.937920e+01,6.813930e+01
4.127224e+00,2.267671e+00,4.127224e+00,8.955930e+01,6.663720e+01
4.154175e+00,2.456644e+00,4.154175e+00,1.051948e+02,8.103090e+01
4.183087e+00,2.645617e+00,4.183087e+00,1.265381e+02,1.013393e+02
4.213920e+00,2.834589e+00,4.213920e+00,1.560214e+02,1.322859e+02
4.246631e+00,3.023562e+00,4.246631e+00,1.759717e+02,1.504825e+02
4.281179e+00,3.212534e+00,4.281179e+00,1.944685e+02,1.648507e+02
4.317518e+00,3.401507e+00,4.317518e+00,2.085853e+02,1.744616e+02
4.355604e+00,3.590480e+00,4.355604e+00,2.183117e+02,1.802459e+02
4.395391e+00,3.779452e+00,4.395391e+00,2.262495e+02,1.832240e+02
5.480206e+00,7.558904e+00,5.480206e+00,2.294781e+02,1.736008e+02
5.816091e+00,8.503768e+00,5.816091e+00,2.289222e+02,1.727902e+02
6.169891e+00,9.448631e+00,6.169891e+00,2.286345e+02,1.723519e+02
6.538698e+00,1.039349e+01,6.538698e+00,2.284980e+02,1.721254e+02
6.920114e+00,1.133836e+01,6.920114e+00,2.284395e+02,1.720129e+02
4.225556e+00,1.511781e+00,4.225556e+00,4.443204e+02,4.156943e+02
4.243477e+00,1.700754e+00,4.243477e+00,2.183405e+02,2.019360e+02
4.263416e+00,1.889726e+00,4.263416e+00,1.206713e+02,9.986750e+01
4.285347e+00,2.078699e+00,4.285347e+00,8.706140e+01,6.391130e+01
4.309239e+00,2.267671e+00,4.309239e+00,8.705040e+01,6.230280e+01
4.335058e+00,2.456644e+00,4.335058e+00,1.027903e+02,7.684650e+01
4.362772e+00,2.645617e+00,4.362772e+00,1.243983e+02,9.746420e+01
4.392343e+00,2.834589e+00,4.392343e+00,1.466867e+02,1.186735e+02
4.423735e+00,3.023562e+00,4.423735e+00,1.675250e+02,1.442093e+02
4.456910e+00,3.212534e+00,4.456910e+00,1.849435e+02,1.593132e+02
4.491828e+00,3.401507e+00,4.491828e+00,1.983770e+02,1.631423e+02
4.528448e+00,3.590480e+00,4.528448e+00,2.088646e+02,1.700202e+02
4.566730e+00,3.779452e+00,4.566730e+00,2.234369e+02,1.793293e+02
5.493223e+00,7.180959e+00,5.493223e+00,2.305331e+02,1.757979e+02
5.618560e+00,7.558904e+00,5.618560e+00,2.300249e+02,1.752179e+02
5.946635e+00,8.503768e+00,5.946635e+00,2.291635e+02,1.742305e+02
6.293100e+00,9.448631e+00,6.293100e+00,2.286979e+02,1.736856e+02
6.655083e+00,1.039349e+01,6.655083e+00,2.284619e+02,1.733983e+02
7.030188e+00,1.133836e+01,7.030188e+00,2.283508e+02,1.732531e+02
4.411610e+00,1.511781e+00,4.411610e+00,4.455463e+02,4.159662e+02
